NAME1,RA1,DEC1,Z1,NAME2,RA2,DEC2,Z2
J094328.74+524811.6,145.86975,52.803211,0.047143000,J105408.24+002139.7,163.53433,0.36103057,0.047738100
J094328.74+524811.6,145.86975,52.803211,0.047143000,J122625.17+554942.1,186.60489,55.828371,0.051834500
J094328.74+524811.6,145.86975,52.803211,0.047143000,J090547.35+374738.3,136.44730,37.793962,0.047529700
J094328.74+524811.6,145.86975,52.803211,0.047143000,J023436.21-002451.7,38.650877,-0.41436451,0.050090900
J094328.74+524811.6,145.86975,52.803211,0.047143000,J115436.02+455536.8,178.65008,45.926897,0.043304700
J163629.67+410222.4,249.12363,41.039552,0.047343000,J152500.85+025449.0,231.25355,2.9136136,0.052728000
J163629.67+410222.4,249.12363,41.039552,0.047343000,J154326.50-005523.8,235.86041,-0.92326872,0.038855700
J163629.67+410222.4,249.12363,41.039552,0.047343000,J145249.24+583334.9,223.20517,58.559682,0.039363200
J163629.67+410222.4,249.12363,41.039552,0.047343000,J004542.68-103745.5,11.427817,-10.629312,0.056739200
J163629.67+410222.4,249.12363,41.039552,0.047343000,J132401.71+584713.4,201.00711,58.787066,0.053340000
J114433.07+613200.7,176.13780,61.533523,0.047693000,J112640.67-014137.7,171.66945,-1.6937925,0.046398500
J114433.07+613200.7,176.13780,61.533523,0.047693000,J100819.11+372903.4,152.07964,37.484288,0.052255800
J114433.07+613200.7,176.13780,61.533523,0.047693000,J114905.03+132140.7,177.27097,13.361299,0.055910400
J114433.07+613200.7,176.13780,61.533523,0.047693000,J083714.91+044145.2,129.31211,4.6958868,0.047065100
J114433.07+613200.7,176.13780,61.533523,0.047693000,J114721.61+522658.5,176.84006,52.449591,0.048572300
J093449.82+081851.8,143.70759,8.3143940,0.047773000,J005059.24-003129.2,12.746851,-0.52478191,0.056059100
J093449.82+081851.8,143.70759,8.3143940,0.047773000,J100837.33+543905.4,152.15555,54.651489,0.040994800
J093449.82+081851.8,143.70759,8.3143940,0.047773000,J145313.15+534922.5,223.30479,53.822929,0.048798700
J093449.82+081851.8,143.70759,8.3143940,0.047773000,J090821.74+432318.4,137.09057,43.388435,0.041730800
J093449.82+081851.8,143.70759,8.3143940,0.047773000,J010606.93+002025.2,16.528863,0.34034249,0.043600400
J002746.39-101546.7,6.9433030,-10.262982,0.047885000,J090005.05+000446.7,135.02106,0.079647872,0.053864100
J002746.39-101546.7,6.9433030,-10.262982,0.047885000,J094632.03+351949.3,146.63346,35.330358,0.042790300
J002746.39-101546.7,6.9433030,-10.262982,0.047885000,J142859.56+605000.5,217.24817,60.833465,0.051773000
J002746.39-101546.7,6.9433030,-10.262982,0.047885000,J085828.60+003813.6,134.61918,0.63710720,0.052363900
J002746.39-101546.7,6.9433030,-10.262982,0.047885000,J081200.75+390045.2,123.00311,39.012543,0.041201300
J124635.25+022208.8,191.64687,2.3690980,0.048178000,J002903.06-110348.3,7.2627679,-11.063428,0.055100600
J124635.25+022208.8,191.64687,2.3690980,0.048178000,J112426.14-002537.5,171.10893,-0.42707792,0.048673500
J124635.25+022208.8,191.64687,2.3690980,0.048178000,J141259.24+005516.3,213.24683,0.92118417,0.052918000
J124635.25+022208.8,191.64687,2.3690980,0.048178000,J083614.89+521209.1,129.06205,52.202519,0.048074200
J124635.25+022208.8,191.64687,2.3690980,0.048178000,J074535.90+243443.7,116.39958,24.578802,0.040239500
J155417.43+323837.8,238.57263,32.643840,0.048313000,J083902.96+470756.3,129.76232,47.132316,0.052362500
J155417.43+323837.8,238.57263,32.643840,0.048313000,J120443.45-033304.9,181.18106,-3.5513566,0.046967400
J155417.43+323837.8,238.57263,32.643840,0.048313000,J115721.73+583205.2,179.34053,58.534779,0.053675700
J155417.43+323837.8,238.57263,32.643840,0.048313000,J105208.20+060915.2,163.03415,6.1542151,0.052108800
J155417.43+323837.8,238.57263,32.643840,0.048313000,J110630.66+063333.9,166.62775,6.5594029,0.040186900
J073106.87+392644.7,112.77861,39.445747,0.048466000,J102944.63+402937.8,157.43597,40.493845,0.043930100
J073106.87+392644.7,112.77861,39.445747,0.048466000,J110752.55+110042.3,166.96897,11.011743,0.042619200
J073106.87+392644.7,112.77861,39.445747,0.048466000,J225600.96+000335.7,344.00400,0.059907719,0.053553000
J073106.87+392644.7,112.77861,39.445747,0.048466000,J024024.87-085934.0,40.103644,-8.9927851,0.054493900
J073106.87+392644.7,112.77861,39.445747,0.048466000,J110602.37+431024.5,166.50987,43.173478,0.058462200
J112942.76+555912.6,172.42815,55.986845,0.048710000,J122625.17+554942.1,186.60489,55.828371,0.051834500
J112942.76+555912.6,172.42815,55.986845,0.048710000,J090547.35+374738.3,136.44730,37.793962,0.047529700
J112942.76+555912.6,172.42815,55.986845,0.048710000,J105408.24+002139.7,163.53433,0.36103057,0.047738100
J112942.76+555912.6,172.42815,55.986845,0.048710000,J023436.21-002451.7,38.650877,-0.41436451,0.050090900
J112942.76+555912.6,172.42815,55.986845,0.048710000,J115436.02+455536.8,178.65008,45.926897,0.043304700
J082842.73+454433.3,127.17806,45.742576,0.049015000,J144308.20+611914.4,220.78418,61.320680,0.049216400
J082842.73+454433.3,127.17806,45.742576,0.049015000,J125950.27+620409.9,194.95945,62.069420,0.052887900
J082842.73+454433.3,127.17806,45.742576,0.049015000,J010211.33+143021.8,15.547213,14.506068,0.057112800
J082842.73+454433.3,127.17806,45.742576,0.049015000,J140155.23+513110.3,210.48011,51.519527,0.041214700
J082842.73+454433.3,127.17806,45.742576,0.049015000,J101632.58+013202.2,154.13575,1.5339572,0.049031500
J165601.61+211241.2,254.00669,21.211431,0.049105000,J153607.02-020642.4,234.02926,-2.1117844,0.058141400
J165601.61+211241.2,254.00669,21.211431,0.049105000,J105114.42+410229.9,162.81009,41.041627,0.055302800
J165601.61+211241.2,254.00669,21.211431,0.049105000,J160939.36+502246.1,242.41400,50.379469,0.051360800
J165601.61+211241.2,254.00669,21.211431,0.049105000,J103855.95+392157.6,159.73312,39.365998,0.054585000
J165601.61+211241.2,254.00669,21.211431,0.049105000,J213932.41-080309.8,324.88506,-8.0527193,0.051717600
J095306.81+365028.1,148.27838,36.841132,0.049137000,J163705.21-002224.1,249.27171,-0.37337034,0.044835200
J095306.81+365028.1,148.27838,36.841132,0.049137000,J142818.40+010746.5,217.07668,1.1295944,0.054962600
J095306.81+365028.1,148.27838,36.841132,0.049137000,J103851.06+391410.6,159.71273,39.236283,0.053700100
J095306.81+365028.1,148.27838,36.841132,0.049137000,J093515.24+095422.4,143.81350,9.9062355,0.049825300
J095306.81+365028.1,148.27838,36.841132,0.049137000,J002930.15+152325.8,7.3756397,15.390496,0.057838500
J101439.56-004951.3,153.66484,-0.83091000,0.049154000,J221203.51-073444.2,333.01462,-7.5789419,0.053652000
J110456.03+433409.2,166.23345,43.569226,0.049288000,J161354.27-003654.2,243.47612,-0.61505873,0.057383600
J110456.03+433409.2,166.23345,43.569226,0.049288000,J213932.41-080309.8,324.88506,-8.0527193,0.051717600
J110456.03+433409.2,166.23345,43.569226,0.049288000,J112136.42+114413.5,170.40174,11.737096,0.039816000
J110456.03+433409.2,166.23345,43.569226,0.049288000,J155525.74+504810.8,238.85726,50.802989,0.045210700
J110456.03+433409.2,166.23345,43.569226,0.049288000,J003843.06+003451.7,9.6794278,0.58103772,0.043049000
J092313.32+565622.3,140.80550,56.939528,0.049386000,J154847.04+093126.6,237.19601,9.5240641,0.040277600
J092313.32+565622.3,140.80550,56.939528,0.049386000,J095150.14+082213.9,147.95892,8.3705185,0.040602100
J092313.32+565622.3,140.80550,56.939528,0.049386000,J083816.15+524459.4,129.56728,52.749822,0.059272400
J092313.32+565622.3,140.80550,56.939528,0.049386000,J121000.38+103628.9,182.50158,10.608024,0.045366700
J092313.32+565622.3,140.80550,56.939528,0.049386000,J165745.06+172653.6,254.43774,17.448214,0.058643300
J164520.63+424528.0,251.33594,42.757771,0.049401000,J112625.88-015240.8,171.60782,-1.8779887,0.039428400
J164520.63+424528.0,251.33594,42.757771,0.049401000,J101706.83+093622.5,154.27846,9.6062619,0.043938800
J164520.63+424528.0,251.33594,42.757771,0.049401000,J100055.21+022343.9,150.23003,2.3955240,0.044554400
J164520.63+424528.0,251.33594,42.757771,0.049401000,J085827.42+503243.2,134.61425,50.545327,0.049518200
J164520.63+424528.0,251.33594,42.757771,0.049401000,J132313.62+401214.3,200.80675,40.203965,0.047324300
J121958.74+560855.0,184.99474,56.148616,0.049481000,J161532.05+314933.7,243.88353,31.826025,0.057471100
J121958.74+560855.0,184.99474,56.148616,0.049481000,J131817.68+132500.1,199.57367,13.416702,0.050003300
J121958.74+560855.0,184.99474,56.148616,0.049481000,J120433.82+541923.7,181.14090,54.323246,0.053026700
J121958.74+560855.0,184.99474,56.148616,0.049481000,J130452.67+513651.3,196.21945,51.614254,0.048070700
J121958.74+560855.0,184.99474,56.148616,0.049481000,J111149.90+050642.4,167.95790,5.1117724,0.041695700
J093327.87+093200.1,143.36614,9.5333560,0.049695000,J161243.06+002247.9,243.17940,0.37998231,0.044509400
J093327.87+093200.1,143.36614,9.5333560,0.049695000,J145750.61+535711.4,224.46089,53.953154,0.049293600
J093327.87+093200.1,143.36614,9.5333560,0.049695000,J003937.83-001943.6,9.9076216,-0.32877698,0.055328200
J093327.87+093200.1,143.36614,9.5333560,0.049695000,J090537.70+383705.7,136.40709,38.618255,0.057119200
J093327.87+093200.1,143.36614,9.5333560,0.049695000,J090100.07+310526.5,135.25031,31.090683,0.052286500
J083220.04+302719.4,128.08348,30.455399,0.049792000,J155329.28+525132.1,238.37198,52.858915,0.047070000
J083220.04+302719.4,128.08348,30.455399,0.049792000,J213652.09-070433.4,324.21705,-7.0759393,0.058910600
J083220.04+302719.4,128.08348,30.455399,0.049792000,J032541.69-001117.2,51.423724,-0.18811858,0.053703000
J083220.04+302719.4,128.08348,30.455399,0.049792000,J151204.94+000116.7,228.02057,0.021305072,0.053054700
J083220.04+302719.4,128.08348,30.455399,0.049792000,J212537.90-071938.5,321.40793,-7.3273667,0.053530000
J033957.87-061215.1,54.991130,-6.2041980,0.049822000,J212928.98-001310.6,322.37073,-0.21961836,0.049872200
J033957.87-061215.1,54.991130,-6.2041980,0.049822000,J091520.53+430054.4,138.83555,43.015105,0.048619900
J033957.87-061215.1,54.991130,-6.2041980,0.049822000,J143616.85-012313.1,219.07022,-1.3869622,0.055628900
J033957.87-061215.1,54.991130,-6.2041980,0.049822000,J084747.97+003913.4,131.94986,0.65370924,0.058173900
J033957.87-061215.1,54.991130,-6.2041980,0.049822000,J141555.71+043319.1,213.98212,4.5553133,0.056640300
J094839.74+363649.2,147.16560,36.613667,0.049886000,J082942.43+062317.8,127.42678,6.3882703,0.051567000
J094839.74+363649.2,147.16560,36.613667,0.049886000,J163501.68+330658.1,248.75702,33.116152,0.052820700
J094839.74+363649.2,147.16560,36.613667,0.049886000,J165141.70+414006.2,252.92373,41.668378,0.042782600
J094839.74+363649.2,147.16560,36.613667,0.049886000,J163557.98+314856.7,248.99159,31.815747,0.057253300
J094839.74+363649.2,147.16560,36.613667,0.049886000,J112751.20+443709.9,171.96335,44.619423,0.045652400
J091520.48+411918.8,138.83532,41.321884,0.049894000,J111501.23+621444.6,168.75513,62.245719,0.057332900
J091520.48+411918.8,138.83532,41.321884,0.049894000,J120716.43+045052.3,181.81844,4.8478714,0.045200200
J091520.48+411918.8,138.83532,41.321884,0.049894000,J082242.86+413100.4,125.67860,41.516783,0.059280700
J091520.48+411918.8,138.83532,41.321884,0.049894000,J151506.22-021949.1,228.77590,-2.3303122,0.052028700
J091520.48+411918.8,138.83532,41.321884,0.049894000,J232611.30+140148.1,351.54708,14.030030,0.046208800
J135951.93+364423.7,209.96636,36.739916,0.050018000,J111716.61+545354.5,169.31922,54.898465,0.054095900
J135951.93+364423.7,209.96636,36.739916,0.050018000,J101848.24+413707.7,154.70100,41.618819,0.054052200
J135951.93+364423.7,209.96636,36.739916,0.050018000,J103521.78+043628.9,158.84076,4.6080285,0.057138700
J135951.93+364423.7,209.96636,36.739916,0.050018000,J170451.72+213727.6,256.21552,21.624322,0.049381800
J135951.93+364423.7,209.96636,36.739916,0.050018000,J131955.02+410522.0,199.97925,41.089439,0.046927400
J084146.02+032424.9,130.44177,3.4069200,0.050167000,J134638.95+550532.2,206.66230,55.092271,0.040443900
J084146.02+032424.9,130.44177,3.4069200,0.050167000,J121103.37+662502.4,182.76404,66.417332,0.058893500
J084146.02+032424.9,130.44177,3.4069200,0.050167000,J204924.74+005424.8,312.35309,0.90689593,0.058596400
J084146.02+032424.9,130.44177,3.4069200,0.050167000,J133420.20-023313.0,203.58416,-2.5536165,0.046954100
J084146.02+032424.9,130.44177,3.4069200,0.050167000,J144454.04+483830.9,221.22518,48.641922,0.050140700
J075611.33+452905.0,119.04722,45.484732,0.050283000,J142410.99-004044.1,216.04581,-0.67890513,0.050572200
J075611.33+452905.0,119.04722,45.484732,0.050283000,J104103.75+110546.3,160.26562,11.096191,0.052996700
J075611.33+452905.0,119.04722,45.484732,0.050283000,J113619.29-025050.7,174.08037,-2.8474183,0.045192800
J075611.33+452905.0,119.04722,45.484732,0.050283000,J075416.45+200136.3,118.56855,20.026759,0.045838600
J075611.33+452905.0,119.04722,45.484732,0.050283000,J124145.94+571537.2,190.44142,57.260347,0.054324400
J121826.71-000750.0,184.61130,-0.13056200,0.050422000,J094830.01+553822.7,147.12503,55.639631,0.045239800
J121826.71-000750.0,184.61130,-0.13056200,0.050422000,J115734.68+562509.4,179.39448,56.419266,0.052116600
J121826.71-000750.0,184.61130,-0.13056200,0.050422000,J152929.27+033137.5,232.37196,3.5270706,0.052043500
J121826.71-000750.0,184.61130,-0.13056200,0.050422000,J002837.83-095953.7,7.1576346,-9.9982568,0.049611400
J121826.71-000750.0,184.61130,-0.13056200,0.050422000,J112813.84+482153.0,172.05768,48.364719,0.052032200
J121920.85-001429.5,184.83689,-0.24152200,0.050589000,J150341.45+352854.5,225.92271,35.481803,0.048415800
J121920.85-001429.5,184.83689,-0.24152200,0.050589000,J165622.27+183226.1,254.09278,18.540582,0.056208200
J121920.85-001429.5,184.83689,-0.24152200,0.050589000,J155900.65+275907.4,239.75272,27.985399,0.051097100
J121920.85-001429.5,184.83689,-0.24152200,0.050589000,J085221.86+375108.3,133.09110,37.852313,0.045679900
J121920.85-001429.5,184.83689,-0.24152200,0.050589000,J150647.55+361642.2,226.69814,36.278388,0.053706000
J130619.84+455224.2,196.58266,45.873399,0.050697000,J152026.08+011132.4,230.10867,1.1923450,0.050347400
J130619.84+455224.2,196.58266,45.873399,0.050697000,J153034.02+591858.1,232.64174,59.316135,0.059520200
J130619.84+455224.2,196.58266,45.873399,0.050697000,J133017.67-024729.1,202.57361,-2.7914134,0.060055600
J130619.84+455224.2,196.58266,45.873399,0.050697000,J101528.63+642123.7,153.86931,64.356573,0.054370400
J130619.84+455224.2,196.58266,45.873399,0.050697000,J160851.08+295715.0,242.21284,29.954160,0.048530800
J115138.10+561331.9,177.90876,56.225530,0.050854000,J212537.90-071938.5,321.40793,-7.3273667,0.053530000
J115138.10+561331.9,177.90876,56.225530,0.050854000,J112813.84+482153.0,172.05768,48.364719,0.052032200
J115138.10+561331.9,177.90876,56.225530,0.050854000,J112450.44+411249.3,171.21015,41.213690,0.060287100
J115138.10+561331.9,177.90876,56.225530,0.050854000,J091012.51+030338.0,137.55211,3.0605620,0.052825500
J115138.10+561331.9,177.90876,56.225530,0.050854000,J213652.09-070433.4,324.21705,-7.0759393,0.058910600
J162138.10+351617.3,245.40874,35.271464,0.050860000,J112426.14-002537.5,171.10893,-0.42707792,0.048673500
J162138.10+351617.3,245.40874,35.271464,0.050860000,J002903.06-110348.3,7.2627679,-11.063428,0.055100600
J162138.10+351617.3,245.40874,35.271464,0.050860000,J083614.89+521209.1,129.06205,52.202519,0.048074200
J162138.10+351617.3,245.40874,35.271464,0.050860000,J141259.24+005516.3,213.24683,0.92118417,0.052918000
J162138.10+351617.3,245.40874,35.271464,0.050860000,J151644.02+574319.3,229.18343,57.722019,0.058902300
J081509.80+032753.7,123.79084,3.4649060,0.051094000,J100135.81+033647.8,150.39922,3.6132774,0.042690700
J081509.80+032753.7,123.79084,3.4649060,0.051094000,J085547.66+004739.4,133.94860,0.79428290,0.041708500
J081509.80+032753.7,123.79084,3.4649060,0.051094000,J090746.24+331000.8,136.94265,33.166902,0.049332000
J081509.80+032753.7,123.79084,3.4649060,0.051094000,J115753.46+415613.8,179.47273,41.937156,0.048386800
J081509.80+032753.7,123.79084,3.4649060,0.051094000,J094937.92+404125.2,147.40800,40.690321,0.047015600
J102934.69+004819.1,157.39456,0.80530700,0.051167000,J101646.28+093807.8,154.19283,9.6354991,0.060824100
J102934.69+004819.1,157.39456,0.80530700,0.051167000,J132100.66+401905.7,200.25273,40.318252,0.054643100
J102934.69+004819.1,157.39456,0.80530700,0.051167000,J112108.95+600936.3,170.28730,60.160091,0.053348600
J102934.69+004819.1,157.39456,0.80530700,0.051167000,J091846.54+581505.3,139.69392,58.251471,0.046798600
J102934.69+004819.1,157.39456,0.80530700,0.051167000,J163521.55+253435.4,248.83981,25.576488,0.056837300
J153001.82-020415.0,232.50757,-2.0708460,0.051188000,J125950.27+620409.9,194.95945,62.069420,0.052887900
J153001.82-020415.0,232.50757,-2.0708460,0.051188000,J113840.63+494036.3,174.66928,49.676760,0.056949200
J153001.82-020415.0,232.50757,-2.0708460,0.051188000,J085221.86+375108.3,133.09110,37.852313,0.045679900
J153001.82-020415.0,232.50757,-2.0708460,0.051188000,J105408.24+002139.7,163.53433,0.36103057,0.047738100
J153001.82-020415.0,232.50757,-2.0708460,0.051188000,J122625.17+554942.1,186.60489,55.828371,0.051834500
J095050.29+095236.8,147.70953,9.8768840,0.051257000,J101632.58+013202.2,154.13575,1.5339572,0.049031500
J095050.29+095236.8,147.70953,9.8768840,0.051257000,J115436.02+455536.8,178.65008,45.926897,0.043304700
J095050.29+095236.8,147.70953,9.8768840,0.051257000,J144308.20+611914.4,220.78418,61.320680,0.049216400
J095050.29+095236.8,147.70953,9.8768840,0.051257000,J010211.33+143021.8,15.547213,14.506068,0.057112800
J095050.29+095236.8,147.70953,9.8768840,0.051257000,J164203.57+323239.2,250.51487,32.544231,0.052830500
J112841.00+575006.5,172.17083,57.835140,0.051268000,J090547.34+364643.2,136.44724,36.778680,0.057819000
J112841.00+575006.5,172.17083,57.835140,0.051268000,J121836.48+512452.9,184.65202,51.414691,0.047098500
J112841.00+575006.5,172.17083,57.835140,0.051268000,J233612.85+150024.5,354.05354,15.006818,0.055172000
J112841.00+575006.5,172.17083,57.835140,0.051268000,J234629.72+145312.0,356.62382,14.886667,0.057433300
J112841.00+575006.5,172.17083,57.835140,0.051268000,J163233.80+262250.5,248.14085,26.380706,0.058799500
J115038.19-005326.6,177.65911,-0.89072400,0.051366000,J221741.62+000907.5,334.42341,0.15208873,0.045093100
J115038.19-005326.6,177.65911,-0.89072400,0.051366000,J105702.92+051442.1,164.26216,5.2450272,0.053729700
J115038.19-005326.6,177.65911,-0.89072400,0.051366000,J093808.81+012657.0,144.53671,1.4491681,0.045826100
J115038.19-005326.6,177.65911,-0.89072400,0.051366000,J162941.86+263047.0,247.42441,26.513048,0.048779300
J115038.19-005326.6,177.65911,-0.89072400,0.051366000,J150720.42+022328.1,226.83507,2.3911392,0.042919300
J163813.72+261654.4,249.55716,26.281791,0.051429000,J095528.88+383827.1,148.87034,38.640865,0.061230000
J163813.72+261654.4,249.55716,26.281791,0.051429000,J234629.72+145312.0,356.62382,14.886667,0.057433300
J163813.72+261654.4,249.55716,26.281791,0.051429000,J125448.96+440920.2,193.70398,44.155600,0.054347700
J163813.72+261654.4,249.55716,26.281791,0.051429000,J011336.74-103445.7,18.403091,-10.579374,0.052184800
J163813.72+261654.4,249.55716,26.281791,0.051429000,J101556.00+485737.0,153.98333,48.960274,0.050509700
J210226.54+000702.3,315.61060,0.11730700,0.051636000,J222223.79-082609.8,335.59913,-8.4360609,0.056091600
J210226.54+000702.3,315.61060,0.11730700,0.051636000,J152715.87+403406.6,231.81612,40.568490,0.056484300
J210226.54+000702.3,315.61060,0.11730700,0.051636000,J083835.82+531354.8,129.64925,53.231899,0.059499100
J210226.54+000702.3,315.61060,0.11730700,0.051636000,J111602.34+061750.8,169.00975,6.2974555,0.061368900
J210226.54+000702.3,315.61060,0.11730700,0.051636000,J122656.17+115247.0,186.73404,11.879732,0.058611200
J213418.32-064335.3,323.57634,-6.7264610,0.051666000,J131955.02+410522.0,199.97925,41.089439,0.046927400
J213418.32-064335.3,323.57634,-6.7264610,0.051666000,J170451.72+213727.6,256.21552,21.624322,0.049381800
J213418.32-064335.3,323.57634,-6.7264610,0.051666000,J103521.78+043628.9,158.84076,4.6080285,0.057138700
J213418.32-064335.3,323.57634,-6.7264610,0.051666000,J101848.24+413707.7,154.70100,41.618819,0.054052200
J213418.32-064335.3,323.57634,-6.7264610,0.051666000,J100314.90+102940.2,150.81207,10.494496,0.060299000
J075244.20+455657.4,118.18416,45.949273,0.051799000,J011336.74-103445.7,18.403091,-10.579374,0.052184800
J075244.20+455657.4,118.18416,45.949273,0.051799000,J101556.00+485737.0,153.98333,48.960274,0.050509700
J075244.20+455657.4,118.18416,45.949273,0.051799000,J095528.88+383827.1,148.87034,38.640865,0.061230000
J075244.20+455657.4,118.18416,45.949273,0.051799000,J205536.51-003811.7,313.90214,-0.63659525,0.053385700
J075244.20+455657.4,118.18416,45.949273,0.051799000,J161419.63+502756.1,243.58181,50.465589,0.060447300
J120626.28+424426.1,181.60950,42.740579,0.052026000,J152659.44+355837.1,231.74766,35.976961,0.055235900
J120626.28+424426.1,181.60950,42.740579,0.052026000,J083139.08+524205.6,127.91284,52.701552,0.058585900
J120626.28+424426.1,181.60950,42.740579,0.052026000,J130549.53-033825.3,196.45636,-3.6403545,0.046984300
J120626.28+424426.1,181.60950,42.740579,0.052026000,J095900.05+064512.5,149.75020,6.7534838,0.061952300
J120626.28+424426.1,181.60950,42.740579,0.052026000,J111549.86+461910.4,168.95775,46.319544,0.053299500
J212851.20-010412.5,322.21332,-1.0701270,0.052051000,J143740.60+593446.9,219.41917,59.579693,0.060295200
J212851.20-010412.5,322.21332,-1.0701270,0.052051000,J085458.91+490832.4,133.74544,49.142341,0.052193100
J212851.20-010412.5,322.21332,-1.0701270,0.052051000,J074403.33+330438.7,116.01389,33.077409,0.055446600
J212851.20-010412.5,322.21332,-1.0701270,0.052051000,J105731.16+054155.4,164.37983,5.6987131,0.053203800
J212851.20-010412.5,322.21332,-1.0701270,0.052051000,J091643.40+533058.6,139.18084,53.516283,0.057397100
J130019.96+613918.1,195.08318,61.655030,0.052198000,J204907.49+010838.6,312.28119,1.1440575,0.049743400
J130019.96+613918.1,195.08318,61.655030,0.052198000,J153533.84+361435.6,233.89100,36.243236,0.062088700
J130019.96+613918.1,195.08318,61.655030,0.052198000,J223354.28-081949.9,338.47615,-8.3305146,0.058165900
J130019.96+613918.1,195.08318,61.655030,0.052198000,J100819.11+372903.4,152.07964,37.484288,0.052255800
J130019.96+613918.1,195.08318,61.655030,0.052198000,J135436.30+123204.0,208.65125,12.534434,0.057539800
J212954.56+101603.9,322.47733,10.267746,0.052211000,J225200.50+002149.4,343.00208,0.36372600,0.053857000
J212954.56+101603.9,322.47733,10.267746,0.052211000,J115250.88+542150.8,178.21198,54.364098,0.050800600
J212954.56+101603.9,322.47733,10.267746,0.052211000,J161108.84+441021.8,242.78685,44.172733,0.059551800
J212954.56+101603.9,322.47733,10.267746,0.052211000,J093024.84+343057.3,142.60352,34.515903,0.061091800
J212954.56+101603.9,322.47733,10.267746,0.052211000,J121614.86+123801.7,184.06192,12.633803,0.056613700
J105658.53+441653.2,164.24387,44.281444,0.052375000,J165121.88+215526.2,252.84118,21.923951,0.054861500
J105658.53+441653.2,164.24387,44.281444,0.052375000,J002837.83-095953.7,7.1576346,-9.9982568,0.049611400
J105658.53+441653.2,164.24387,44.281444,0.052375000,J161732.15-001701.6,244.38397,-0.28377652,0.057408800
J105658.53+441653.2,164.24387,44.281444,0.052375000,J115734.68+562509.4,179.39448,56.419266,0.052116600
J105658.53+441653.2,164.24387,44.281444,0.052375000,J101819.25+372242.4,154.58019,37.378451,0.049309400
J085554.27+005111.0,133.97613,0.85304300,0.052387000,J215648.47+004110.7,329.20194,0.68630472,0.053930300
J085554.27+005111.0,133.97613,0.85304300,0.052387000,J095526.08+034609.7,148.85867,3.7693492,0.057467700
J085554.27+005111.0,133.97613,0.85304300,0.052387000,J162017.90+290044.6,245.07458,29.012401,0.061158400
J085554.27+005111.0,133.97613,0.85304300,0.052387000,J151930.71+575348.7,229.87794,57.896870,0.061445800
J085554.27+005111.0,133.97613,0.85304300,0.052387000,J014600.40-100141.5,26.501658,-10.028189,0.050614300
J104252.94+041441.1,160.72059,4.2447560,0.052457000,J165622.27+183226.1,254.09278,18.540582,0.056208200
J104252.94+041441.1,160.72059,4.2447560,0.052457000,J155525.74+504810.8,238.85726,50.802989,0.045210700
J104252.94+041441.1,160.72059,4.2447560,0.052457000,J155900.65+275907.4,239.75272,27.985399,0.051097100
J104252.94+041441.1,160.72059,4.2447560,0.052457000,J153502.05+421804.0,233.75853,42.301112,0.060710600
J104252.94+041441.1,160.72059,4.2447560,0.052457000,J101756.90+390528.0,154.48708,39.091103,0.053893500
J020001.72-085540.5,30.007176,-8.9279290,0.052470000,J110244.81+620704.4,165.68669,62.117887,0.047951700
J020001.72-085540.5,30.007176,-8.9279290,0.052470000,J094859.89+364511.2,147.24953,36.753121,0.053196000
J020001.72-085540.5,30.007176,-8.9279290,0.052470000,J103011.29+471220.0,157.54705,47.205557,0.058120900
J020001.72-085540.5,30.007176,-8.9279290,0.052470000,J103346.30+471804.0,158.44292,47.301123,0.062391300
J020001.72-085540.5,30.007176,-8.9279290,0.052470000,J131823.72+012837.8,199.59883,1.4771595,0.047437600
J213344.25-081615.7,323.43439,-8.2710230,0.052500000,J115234.53+485952.8,178.14387,48.998007,0.053287700
J213344.25-081615.7,323.43439,-8.2710230,0.052500000,J084027.27+331453.9,130.11362,33.248315,0.053330800
J213344.25-081615.7,323.43439,-8.2710230,0.052500000,J091347.73+325236.2,138.44887,32.876709,0.049679400
J213344.25-081615.7,323.43439,-8.2710230,0.052500000,J083903.20+340850.5,129.76335,34.147352,0.061248800
J213344.25-081615.7,323.43439,-8.2710230,0.052500000,J112527.46+413422.3,171.36440,41.572848,0.059163300
J103210.16+065205.4,158.04232,6.8681730,0.052774000,J163900.97+204733.9,249.75406,20.792760,0.062336600
J103210.16+065205.4,158.04232,6.8681730,0.052774000,J141048.34+360628.3,212.70142,36.107869,0.056216800
J103210.16+065205.4,158.04232,6.8681730,0.052774000,J090112.86+082458.1,135.30358,8.4161410,0.060971300
J103210.16+065205.4,158.04232,6.8681730,0.052774000,J102833.33+135649.9,157.13887,13.947183,0.060951100
J103210.16+065205.4,158.04232,6.8681730,0.052774000,J093808.81+012657.0,144.53671,1.4491681,0.045826100
J114005.46+454216.6,175.02274,45.704604,0.053215000,J131626.33+575013.3,199.10969,57.837027,0.060864900
J114005.46+454216.6,175.02274,45.704604,0.053215000,J134757.30+430830.4,206.98874,43.141773,0.049552900
J114005.46+454216.6,175.02274,45.704604,0.053215000,J101538.23+375841.0,153.90931,37.978065,0.054736800
J114005.46+454216.6,175.02274,45.704604,0.053215000,J142019.02+025802.5,215.07925,2.9673659,0.055688900
J114005.46+454216.6,175.02274,45.704604,0.053215000,J150632.31+014035.6,226.63462,1.6765661,0.059481100
J160502.47+330545.0,241.26028,33.095840,0.053267000,J093024.84+343057.3,142.60352,34.515903,0.061091800
J160502.47+330545.0,241.26028,33.095840,0.053267000,J115250.88+542150.8,178.21198,54.364098,0.050800600
