NAME1,RA1,DEC1,Z1,PR1,G1,M1,NAME2,RA2,DEC2,Z2,PR2,G2,M2
J112536.17+542257.2,171.40069,54.382555,0.020642,15.0,0.685864262774,0.0374566141983,J081956.74+392654.8,124.98643,39.448547,0.0276905,16.0,0.673525711896,0.0496052171802
J120257.82+045045.1,180.7409,4.84585,0.020675,91.0,0.419541142326,0.0229554603876,J171934.81+563748.1,259.89506,56.630038,0.0273728,21.0,0.702505107189,0.0337226447802
J120257.82+045045.1,180.7409,4.84585,0.020675,91.0,0.419541142326,0.0229554603876,J111406.32+554239.1,168.52632,55.710872,0.0279428,28.0,0.655484815893,0.0319112473673
J120257.82+045045.1,180.7409,4.84585,0.020675,91.0,0.419541142326,0.0229554603876,J151944.30+441918.6,229.93459,44.321846,0.0282073,35.0,0.591248287023,0.0206075547104
J120257.82+045045.1,180.7409,4.84585,0.020675,91.0,0.419541142326,0.0229554603876,J090015.62+401748.4,135.06507,40.296765,0.0289336,65.0,0.491912077391,0.0442874419882
J120257.82+045045.1,180.7409,4.84585,0.020675,91.0,0.419541142326,0.0229554603876,J231221.42+143633.8,348.08923,14.609381,0.0162342,79.0,0.603640213777,0.0105893134071
J111607.65+412353.2,169.03189,41.398105,0.020843,34.0,0.624866619764,0.022615346268,J114422.81+082315.1,176.09505,8.3875392,0.0199703,23.0,0.632506488138,0.0414351355639
J111607.65+412353.2,169.03189,41.398105,0.020843,34.0,0.624866619764,0.022615346268,J145627.95+021224.7,224.11647,2.2068737,0.0288167,28.0,0.699865015121,0.0520083966601
J111607.65+412353.2,169.03189,41.398105,0.020843,34.0,0.624866619764,0.022615346268,J091431.31+491657.5,138.63047,49.282628,0.0293311,17.0,0.655803004802,0.046762417205
J111607.65+412353.2,169.03189,41.398105,0.020843,34.0,0.624866619764,0.022615346268,J164106.57+460014.6,250.27736,46.004065,0.0177982,32.0,0.62120873985,0.0365250305734
J111607.65+412353.2,169.03189,41.398105,0.020843,34.0,0.624866619764,0.022615346268,J090838.46+323534.6,137.16024,32.592954,0.0142966,22.0,0.687805896062,0.0209371845027
J114530.26+094344.8,176.37607,9.7291,0.021371,51.0,0.646651098812,0.0183875904792,J132505.37-005411.2,201.27236,-0.90310404,0.0180788,30.0,0.660767293027,0.0200584502754
J114530.26+094344.8,176.37607,9.7291,0.021371,51.0,0.646651098812,0.0183875904792,J131038.58+611623.6,197.66075,61.273235,0.0313322,27.0,0.574515551436,0.0345309062526
J114530.26+094344.8,176.37607,9.7291,0.021371,51.0,0.646651098812,0.0183875904792,J121626.72+105342.4,184.11133,10.895111,0.0246112,28.0,0.60838730728,0.0495429833859
J114530.26+094344.8,176.37607,9.7291,0.021371,51.0,0.646651098812,0.0183875904792,J102813.91+590602.3,157.05795,59.100646,0.0313028,24.0,0.716806171648,0.0461313053398
J114530.26+094344.8,176.37607,9.7291,0.021371,51.0,0.646651098812,0.0183875904792,J004436.94-094600.4,11.153903,-9.7667884,0.0298578,16.0,0.655764092217,0.0439816472188
J132428.24+044629.6,201.11768,4.774889,0.02143,15.0,0.652262365854,0.0446486078228,J085333.60+394537.3,133.39002,39.760373,0.023416,28.0,0.603253864341,0.0370237582407
J132428.24+044629.6,201.11768,4.774889,0.02143,15.0,0.652262365854,0.0446486078228,J161433.82+414240.5,243.64091,41.711243,0.0264143,24.0,0.704260062471,0.0453059994825
J132428.24+044629.6,201.11768,4.774889,0.02143,15.0,0.652262365854,0.0446486078228,J085837.31+515242.6,134.65545,51.878488,0.0127364,29.0,0.68223369122,0.0254848931264
J132428.24+044629.6,201.11768,4.774889,0.02143,15.0,0.652262365854,0.0446486078228,J102332.53+460328.0,155.88556,46.05777,0.0257652,25.0,0.620184195937,0.0382156252007
J132428.24+044629.6,201.11768,4.774889,0.02143,15.0,0.652262365854,0.0446486078228,J085949.05+050339.1,134.95437,5.0608525,0.0125192,59.0,0.623534869158,0.0268052995252
J082510.23+375919.8,126.29263,37.98882,0.021431,27.0,0.61774352737,0.0402651633786,J080547.35+225434.9,121.44728,22.909688,0.030256,34.0,0.586795582396,0.017343837198
J082510.23+375919.8,126.29263,37.98882,0.021431,27.0,0.61774352737,0.0402651633786,J023310.79-074813.4,38.294963,-7.8037217,0.030938,15.0,0.665273356779,0.0568577101826
J082510.23+375919.8,126.29263,37.98882,0.021431,27.0,0.61774352737,0.0402651633786,J073715.73+313110.9,114.31555,31.519703,0.0267995,19.0,0.676630880386,0.0391404505906
J082510.23+375919.8,126.29263,37.98882,0.021431,27.0,0.61774352737,0.0402651633786,J111835.82+002511.2,169.64924,0.41976742,0.0250768,15.0,0.701272145188,0.0498897761194
J082510.23+375919.8,126.29263,37.98882,0.021431,27.0,0.61774352737,0.0402651633786,J081006.07+245519.5,122.52528,24.922096,0.0140412,61.0,0.623140569074,0.0150599057417
J093812.26+074340.1,144.5511,7.727792,0.021895,17.0,0.682475415051,0.0415851404381,J082854.33+343906.0,127.22636,34.651656,0.0209219,37.0,0.617114998231,0.0253640378799
J093812.26+074340.1,144.5511,7.727792,0.021895,17.0,0.682475415051,0.0415851404381,J094814.71+574444.5,147.0613,57.745681,0.0297192,27.0,0.736188763,0.0411916428958
J093812.26+074340.1,144.5511,7.727792,0.021895,17.0,0.682475415051,0.0415851404381,J113446.25+025515.7,173.69272,2.9210337,0.0286643,23.0,0.643774343121,0.0559035178551
J093812.26+074340.1,144.5511,7.727792,0.021895,17.0,0.682475415051,0.0415851404381,J093917.26+363343.9,144.82191,36.562197,0.0197165,37.0,0.647196796605,0.0196706261229
J093812.26+074340.1,144.5511,7.727792,0.021895,17.0,0.682475415051,0.0415851404381,J111038.86+034519.6,167.66192,3.7554482,0.0254525,19.0,0.685982064805,0.0381243802133
J133815.87+043233.3,204.56613,4.542593,0.022975,66.0,0.632631248604,0.010190651426,J220316.00+003415.9,330.81665,0.571085,0.0301422,52.0,0.659208541696,0.0261246087937
J133815.87+043233.3,204.56613,4.542593,0.022975,66.0,0.632631248604,0.010190651426,J104000.58+390720.0,160.0024,39.122224,0.0308047,43.0,0.624962769435,0.024954320336
J133815.87+043233.3,204.56613,4.542593,0.022975,66.0,0.632631248604,0.010190651426,J141451.35+030751.3,213.71395,3.130926,0.0253336,55.0,0.61362226936,0.0117613511017
J133815.87+043233.3,204.56613,4.542593,0.022975,66.0,0.632631248604,0.010190651426,J144545.12+513450.9,221.43798,51.580815,0.0298071,42.0,0.618515406398,0.0166566704168
J133815.87+043233.3,204.56613,4.542593,0.022975,66.0,0.632631248604,0.010190651426,J172717.39+582907.7,261.82245,58.485471,0.0272243,51.0,0.576766302549,0.0127961735321
J100207.04+030327.7,150.52933,3.057686,0.023176,34.0,0.630917052846,0.0195389466384,J034545.16-071526.9,56.438184,-7.257463,0.0216551,38.0,0.644679634086,0.0174636586032
J100207.04+030327.7,150.52933,3.057686,0.023176,34.0,0.630917052846,0.0195389466384,J074953.38+451454.6,117.4724,45.248489,0.0312531,20.0,0.639711043229,0.037328577264
J100207.04+030327.7,150.52933,3.057686,0.023176,34.0,0.630917052846,0.0195389466384,J094511.97-000712.1,146.29988,-0.12001413,0.0306548,27.0,0.559054112453,0.0365597688325
J100207.04+030327.7,150.52933,3.057686,0.023176,34.0,0.630917052846,0.0195389466384,J080328.07+250609.6,120.86694,25.102666,0.0275703,17.0,0.696491796308,0.0343801277034
J100207.04+030327.7,150.52933,3.057686,0.023176,34.0,0.630917052846,0.0195389466384,J005329.92-084604.0,13.374656,-8.7677882,0.019029,50.0,0.648077152048,0.0201922837005
J121754.98+583935.7,184.47907,58.659912,0.023253,20.0,0.698824212742,0.0354333442023,J080547.35+225434.9,121.44728,22.909688,0.030256,34.0,0.586795582396,0.017343837198
J121754.98+583935.7,184.47907,58.659912,0.023253,20.0,0.698824212742,0.0354333442023,J023310.79-074813.4,38.294963,-7.8037217,0.030938,15.0,0.665273356779,0.0568577101826
J121754.98+583935.7,184.47907,58.659912,0.023253,20.0,0.698824212742,0.0354333442023,J213206.88+110637.0,323.02865,11.110274,0.0315655,17.0,0.6779283937,0.0614352618823
J121754.98+583935.7,184.47907,58.659912,0.023253,20.0,0.698824212742,0.0354333442023,J104833.59+475914.7,162.13996,47.987413,0.0332144,23.0,0.673355313461,0.0604214638128
J121754.98+583935.7,184.47907,58.659912,0.023253,20.0,0.698824212742,0.0354333442023,J111835.82+002511.2,169.64924,0.41976742,0.0250768,15.0,0.701272145188,0.0498897761194
J080740.99+390015.3,121.92081,39.004246,0.023496,32.0,0.702809259287,0.017836757719,J134640.80+522836.6,206.66998,52.476826,0.0292307,21.0,0.674771725463,0.0311193292571
J080740.99+390015.3,121.92081,39.004246,0.023496,32.0,0.702809259287,0.017836757719,J005329.92-084604.0,13.374656,-8.7677882,0.019029,50.0,0.648077152048,0.0201922837005
J080740.99+390015.3,121.92081,39.004246,0.023496,32.0,0.702809259287,0.017836757719,J085828.60+000124.5,134.61916,0.023468147,0.0285519,26.0,0.685033857828,0.0368999711422
J080740.99+390015.3,121.92081,39.004246,0.023496,32.0,0.702809259287,0.017836757719,J005940.11+151951.5,14.917142,15.330978,0.0182413,42.0,0.639213033347,0.0141760753652
J080740.99+390015.3,121.92081,39.004246,0.023496,32.0,0.702809259287,0.017836757719,J034545.16-071526.9,56.438184,-7.257463,0.0216551,38.0,0.644679634086,0.0174636586032
J122324.14+024044.4,185.85057,2.679011,0.023579,21.0,0.655935287583,0.0406380925469,J123804.16+482042.3,189.51734,48.345096,0.0305055,29.0,0.700940472492,0.0359795793888
J122324.14+024044.4,185.85057,2.679011,0.023579,21.0,0.655935287583,0.0406380925469,J093917.26+363343.9,144.82191,36.562197,0.0197165,37.0,0.647196796605,0.0196706261229
J122324.14+024044.4,185.85057,2.679011,0.023579,21.0,0.655935287583,0.0406380925469,J113446.25+025515.7,173.69272,2.9210337,0.0286643,23.0,0.643774343121,0.0559035178551
J122324.14+024044.4,185.85057,2.679011,0.023579,21.0,0.655935287583,0.0406380925469,J135857.98+614050.6,209.74158,61.680726,0.0299321,17.0,0.678946699546,0.0352915395257
J122324.14+024044.4,185.85057,2.679011,0.023579,21.0,0.655935287583,0.0406380925469,J143143.18-021248.8,217.92991,-2.2135634,0.0295117,15.0,0.685261700242,0.0662853806592
J130620.97+531823.2,196.58738,53.306444,0.023679,17.0,0.670063263435,0.0470293999538,J131835.67+140248.5,199.64862,14.046799,0.0284924,19.0,0.627341239254,0.044907299977
J130620.97+531823.2,196.58738,53.306444,0.023679,17.0,0.670063263435,0.0470293999538,J133023.78+022058.6,202.59909,2.3496142,0.0320119,23.0,0.710778915577,0.0735098671348
J130620.97+531823.2,196.58738,53.306444,0.023679,17.0,0.670063263435,0.0470293999538,J170622.22+212422.2,256.5926,21.406173,0.0309222,30.0,0.632946109911,0.0436170934217
J130620.97+531823.2,196.58738,53.306444,0.023679,17.0,0.670063263435,0.0470293999538,J143445.75+005319.1,218.69062,0.88865091,0.0140943,54.0,0.574915958039,0.0131997222863
J130620.97+531823.2,196.58738,53.306444,0.023679,17.0,0.670063263435,0.0470293999538,J110442.28+405732.1,166.17615,40.958914,0.0330871,17.0,0.644537286411,0.0512760186558
J134632.13+642325.2,206.63389,64.390328,0.024094,23.0,0.777001071175,0.0502455091186,J104833.59+475914.7,162.13996,47.987413,0.0332144,23.0,0.673355313461,0.0604214638128
J134632.13+642325.2,206.63389,64.390328,0.024094,23.0,0.777001071175,0.0502455091186,J082403.67+515415.7,126.01531,51.904355,0.0313134,28.0,0.642812952498,0.0376331994117
J134632.13+642325.2,206.63389,64.390328,0.024094,23.0,0.777001071175,0.0502455091186,J082443.29+295923.6,126.18036,29.989878,0.0253248,28.0,0.726228499462,0.037490319995
J134632.13+642325.2,206.63389,64.390328,0.024094,23.0,0.777001071175,0.0502455091186,J023310.79-074813.4,38.294963,-7.8037217,0.030938,15.0,0.665273356779,0.0568577101826
J134632.13+642325.2,206.63389,64.390328,0.024094,23.0,0.777001071175,0.0502455091186,J111835.82+002511.2,169.64924,0.41976742,0.0250768,15.0,0.701272145188,0.0498897761194
J115341.78+461242.3,178.42407,46.211737,0.024415,35.0,0.62266745113,0.0352022388154,J093917.26+363343.9,144.82191,36.562197,0.0197165,37.0,0.647196796605,0.0196706261229
J115341.78+461242.3,178.42407,46.211737,0.024415,35.0,0.62266745113,0.0352022388154,J113446.25+025515.7,173.69272,2.9210337,0.0286643,23.0,0.643774343121,0.0559035178551
J115341.78+461242.3,178.42407,46.211737,0.024415,35.0,0.62266745113,0.0352022388154,J111038.86+034519.6,167.66192,3.7554482,0.0254525,19.0,0.685982064805,0.0381243802133
J115341.78+461242.3,178.42407,46.211737,0.024415,35.0,0.62266745113,0.0352022388154,J135857.98+614050.6,209.74158,61.680726,0.0299321,17.0,0.678946699546,0.0352915395257
J115341.78+461242.3,178.42407,46.211737,0.024415,35.0,0.62266745113,0.0352022388154,J082854.33+343906.0,127.22636,34.651656,0.0209219,37.0,0.617114998231,0.0253640378799
J140040.57-015518.3,210.16903,-1.921744,0.024997,27.0,0.73120929623,0.053499796506,J082443.29+295923.6,126.18036,29.989878,0.0253248,28.0,0.726228499462,0.037490319995
J140040.57-015518.3,210.16903,-1.921744,0.024997,27.0,0.73120929623,0.053499796506,J104833.59+475914.7,162.13996,47.987413,0.0332144,23.0,0.673355313461,0.0604214638128
J140040.57-015518.3,210.16903,-1.921744,0.024997,27.0,0.73120929623,0.053499796506,J082403.67+515415.7,126.01531,51.904355,0.0313134,28.0,0.642812952498,0.0376331994117
J140040.57-015518.3,210.16903,-1.921744,0.024997,27.0,0.73120929623,0.053499796506,J101658.93+132357.5,154.24554,13.399298,0.0325502,28.0,0.683591031813,0.0595543650845
J140040.57-015518.3,210.16903,-1.921744,0.024997,27.0,0.73120929623,0.053499796506,J111835.82+002511.2,169.64924,0.41976742,0.0250768,15.0,0.701272145188,0.0498897761194
J092438.89+560747.0,141.16204,56.12972,0.025041,43.0,0.609189894335,0.0221471652417,J141026.83-004956.6,212.6118,-0.8323797,0.0255217,20.0,0.704406423492,0.0297240918097
J092438.89+560747.0,141.16204,56.12972,0.025041,43.0,0.609189894335,0.0221471652417,J211224.69+112431.4,318.10288,11.408724,0.0166295,65.0,0.473306416805,0.0323617931382
J092438.89+560747.0,141.16204,56.12972,0.025041,43.0,0.609189894335,0.0221471652417,J082825.87+250052.7,127.1078,25.014635,0.0286997,40.0,0.627927589377,0.019357950439
J092438.89+560747.0,141.16204,56.12972,0.025041,43.0,0.609189894335,0.0221471652417,J110158.99+451340.9,165.49581,45.228033,0.0200535,36.0,0.651293729486,0.078158568377
J092438.89+560747.0,141.16204,56.12972,0.025041,43.0,0.609189894335,0.0221471652417,J230442.82-093345.3,346.17842,-9.5625868,0.0319328,34.0,0.646088592306,0.0175823623121
J164721.48+444209.8,251.83948,44.702717,0.025651,29.0,0.567010655624,0.0323645949086,J103443.72+110310.7,158.68216,11.052976,0.0221874,25.0,0.611470335748,0.0277985118381
J164721.48+444209.8,251.83948,44.702717,0.025651,29.0,0.567010655624,0.0323645949086,J114930.79+424541.1,177.37831,42.761422,0.0266013,17.0,0.636021004709,0.0519758072815
J164721.48+444209.8,251.83948,44.702717,0.025651,29.0,0.567010655624,0.0323645949086,J095812.60+110635.5,149.55249,11.10987,0.0273088,29.0,0.713185474452,0.0481713242387
J164721.48+444209.8,251.83948,44.702717,0.025651,29.0,0.567010655624,0.0323645949086,J162441.32+345001.7,246.17215,34.833813,0.0339847,23.0,0.611958391635,0.0453318873258
J164721.48+444209.8,251.83948,44.702717,0.025651,29.0,0.567010655624,0.0323645949086,J130238.75+452637.3,195.66144,45.443697,0.0242026,17.0,0.6811944032,0.0399819930516
J112637.74+513423.0,171.65725,51.573064,0.026443,25.0,0.61508552842,0.0521011289211,J115704.55+434937.6,179.26895,43.8271,0.0252319,17.0,0.675052381267,0.0440598892125
J112637.74+513423.0,171.65725,51.573064,0.026443,25.0,0.61508552842,0.0521011289211,J030801.40-005325.8,47.005833,-0.89049031,0.0289808,15.0,0.717216157825,0.0509427228422
J112637.74+513423.0,171.65725,51.573064,0.026443,25.0,0.61508552842,0.0521011289211,J124148.07+474231.9,190.45028,47.708848,0.0306641,18.0,0.637241416174,0.0474135594753
J112637.74+513423.0,171.65725,51.573064,0.026443,25.0,0.61508552842,0.0521011289211,J110529.83+033935.9,166.37431,3.6599758,0.0252632,29.0,0.716682271773,0.0453917216341
J112637.74+513423.0,171.65725,51.573064,0.026443,25.0,0.61508552842,0.0521011289211,J092346.59+352900.3,140.94411,35.483403,0.0264794,30.0,0.596091550415,0.0390284105898
J080020.99+263648.7,120.08744,26.613535,0.026773,46.0,0.656491523587,0.0180877051284,J080707.18+361400.5,121.77993,36.233472,0.0322888,28.0,0.653460455258,0.0303208842624
J080020.99+263648.7,120.08744,26.613535,0.026773,46.0,0.656491523587,0.0180877051284,J104000.58+390720.0,160.0024,39.122224,0.0308047,43.0,0.624962769435,0.024954320336
J080020.99+263648.7,120.08744,26.613535,0.026773,46.0,0.656491523587,0.0180877051284,J110133.96+453913.9,165.39152,45.65387,0.029398,48.0,0.585542301294,0.0154057789468
J080020.99+263648.7,120.08744,26.613535,0.026773,46.0,0.656491523587,0.0180877051284,J075953.49+232324.2,119.97287,23.390062,0.0291703,40.0,0.650299377255,0.0185081662531
J080020.99+263648.7,120.08744,26.613535,0.026773,46.0,0.656491523587,0.0180877051284,J133548.25+025956.1,203.95103,2.9989274,0.0217587,62.0,0.579024873253,0.0169135542838
J133248.70+415218.6,203.20292,41.871832,0.027065,77.0,0.525768580302,0.0231490772376,J130905.60+113802.9,197.27333,11.634127,0.0251973,48.0,0.597927826238,0.0189379140478
J133248.70+415218.6,203.20292,41.871832,0.027065,77.0,0.525768580302,0.0231490772376,J103719.33+433515.3,159.33056,43.587589,0.0247628,62.0,0.610992956473,0.0106276093168
J133248.70+415218.6,203.20292,41.871832,0.027065,77.0,0.525768580302,0.0231490772376,J090554.49+471045.5,136.47706,47.179305,0.0272183,36.0,0.667014706916,0.0187404655138
J133248.70+415218.6,203.20292,41.871832,0.027065,77.0,0.525768580302,0.0231490772376,J220141.64+115124.4,330.42349,11.856781,0.0296601,53.0,0.5691029424,0.0190668757317
J133248.70+415218.6,203.20292,41.871832,0.027065,77.0,0.525768580302,0.0231490772376,J150759.30+011354.3,226.99709,1.2317371,0.0351143,31.0,0.646387547684,0.0256609890766
J114343.76+550019.3,175.93235,55.005366,0.027067,19.0,0.570252264846,0.10352448816,J011905.14+003745.0,19.771425,0.62916836,0.0326528,44.0,0.525107073565,0.0294441478547
